																																					
																																					
																																					
Best Site Target ID	Best Site Target Name	Best Site ID	Best Site Name	Best Site Address 1	Best Site City	Best Site State	Best Site Postal Code	Best Site Country	Serial Number	Instance ID	Parent Instance ID	Service Bill to Name	Product Bill to Name	VMS	VMS Subgroup	Shipped Date	LDoS	End of Product Sale Date	Contract #	Contract Status	Contract End Date	Product ID	Architecture Group	Architecture Sub Group	Product Family	Product Subgroup	Product Type	Product Net $	SKU List $	Product SO	Product PO	Coverage	CPL ID	KTN Engagement Type	KTN Network Collected	Default Service List $	Service SKU List $
218098527	SKODA MINOTTI & COMPANY CERTIFIED PUBLIC ACCOUNTANTS	2000521072	SKODA MINOTTI	201 E KENNEDY BLVD	TAMPA	FL	33602	UNITED STATES	FCH18512L1R	1624055162	<NULL>		COMSTOR	Professional Services	Accounting	1/14/15	7/31/21	7/5/16	<NULL>	<NULL>	<NULL>	CP-CKEM-C=	Collaboration	UC Endpoints	PHONE	CKEM SERIES	CHASSIS	272.60	470.00	54897928	4500291697OP	Not Covered	<NULL>	<NULL>		10.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	403040598	TSYSTEMS VOLKSWAGEN OF AMERICA	270 LAFAYETTE ST	NEW YORK	NY	10012	UNITED STATES	3901J5D29CB	1499492409	<NULL>	VERIZON BUSINESS PURCHASING	TELCOBUYCOM LLC	Wholesale/Distribution	Wholesale/Distribution	1/22/14	<NULL>	8/21/14	2458570	ACTIVE	6/30/16	L-SL-19-DATA-K9=	Enterprise Routing	Ent. Access Routing	1900ISR	SPARE	SOFTWARE	348.00	600.00	53816483	10349080	Not Covered	55483177832	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	405225281	VOLKSWAGEN AG BRIEFFACH	3800 HAMLIN RD	AUBURN HILLS	MI	48326	UNITED STATES	QCS15023057	597971265	597971261	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/14/11	9/30/17	9/29/12	3888746	ACTIVE	12/31/17	PWR-7200	Enterprise Routing	Ent. Edge Routing	7200	SYSTEM	CARD	0.00	0.00	50308785	8110004301	Not Covered	55819765840	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	405225281	VOLKSWAGEN AG BRIEFFACH	3800 HAMLIN RD	AUBURN HILLS	MI	48326	UNITED STATES	FOX1502GGH5	597971261	<NULL>	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/14/11	9/30/17	9/29/12	3888746	ACTIVE	12/31/17	7206VXR/NPE-G2	Enterprise Routing	Ent. Edge Routing	7200	7206 SERIES	CHASSIS	11520.00	24000.00	50308785	8110004301	Not Covered	55819765785	CDS	Yes	4754.00	7606.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	405225281	VOLKSWAGEN AG BRIEFFACH	3800 HAMLIN RD	AUBURN HILLS	MI	48326	UNITED STATES	QCS1502307T	597971208	597971197	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/14/11	9/30/17	9/29/12	3888746	ACTIVE	12/31/17	PWR-7200	Enterprise Routing	Ent. Edge Routing	7200	SYSTEM	CARD	0.00	0.00	50308826	8110004298	Not Covered	55660283610	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	405225281	VOLKSWAGEN AG BRIEFFACH	3800 HAMLIN RD	AUBURN HILLS	MI	48326	UNITED STATES	JAF1504DBTA	597971214	597971197	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/14/11	9/30/17	9/29/12	3888746	ACTIVE	12/31/17	NPE-G2	Enterprise Routing	Ent. Edge Routing	7200	SYSTEM	CARD	0.00	19000.00	50308826	8110004298	Not Covered	55660283660	CDS	Yes	0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	405225281	VOLKSWAGEN AG BRIEFFACH	3800 HAMLIN RD	AUBURN HILLS	MI	48326	UNITED STATES	FOX1502GGG1	597971197	<NULL>	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/14/11	9/30/17	9/29/12	3888746	ACTIVE	12/31/17	7206VXR/NPE-G2	Enterprise Routing	Ent. Edge Routing	7200	7206 SERIES	CHASSIS	11520.00	24000.00	50308826	8110004298	Not Covered	55660283385	CDS	Yes	4754.00	7606.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	403227010	VOLKSWAGEN OF AMERICA	6748 PRESTON AVE	LIVERMORE	CA	94551	UNITED STATES	36225241	378857682	378857647	CDW LOGISTICS INC	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/12/08	9/30/13	9/17/08	92898896	EXPIRED	9/27/15	VWIC-1MFT-T1	Enterprise Routing	Ent. Access Routing	ICV	SYSTEM	CARD	624.00	1300.00	47341056	4500172854	Not Covered	54146703050	CDS	Yes	0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	403227010	VOLKSWAGEN OF AMERICA	6748 PRESTON AVE	LIVERMORE	CA	94551	UNITED STATES	FTX1207201S	378857647	<NULL>	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/12/08	10/31/16	11/1/11	3888746	ACTIVE	12/31/17	CISCO1841	Enterprise Routing	Ent. Access Routing	1800	1841 SERIES	CHASSIS	669.60	1395.00	47341056	4500172854	Not Covered	54625134286	CDS	Yes	179.00	286.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	403227010	VOLKSWAGEN OF AMERICA	6748 PRESTON AVE	LIVERMORE	CA	94551	UNITED STATES	36205004	378857688	378857647	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/12/08	8/6/14	8/7/09	3888746	ACTIVE	12/31/17	WIC-1B-U-V2	Enterprise Routing	Ent. Access Routing	WANLAN	SYSTEM	CARD	336.00	700.00	47341056	4500172854	Not Covered	54625135322	CDS	Yes	0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	1002413556	VOLKSWAGEN GROUP OF AMERICA IN	500 CLIPPER DR	BELMONT	CA	94002	UNITED STATES	<NULL>	1754583027	1754582932	SHI INTERNATIONAL CORP.	TECH DATA PRODUCT MANAGEMENT INC	Wholesale/Distribution	Wholesale/Distribution	1/11/16	<NULL>	<NULL>	95504813	ACTIVE	2/15/17	PWR-CORD-US-A	Collaboration	TP Endpoints	CTSINT	ACC SER	CHASSIS	0.00	0.00	101686595	4501541242	Covered	57721931562	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	1002413556	VOLKSWAGEN GROUP OF AMERICA IN	500 CLIPPER DR	BELMONT	CA	94002	UNITED STATES	<NULL>	1754583056	1754582932	SHI INTERNATIONAL CORP.	TECH DATA PRODUCT MANAGEMENT INC	Wholesale/Distribution	Wholesale/Distribution	1/11/16	<NULL>	<NULL>	95504813	ACTIVE	2/15/17	LIC-SX20-HD	Collaboration	TP Endpoints	CTSQS	SYSTEM	SOFTWARE	0.00	0.00	101686595	4501541242	Covered	57721931782	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	1002413556	VOLKSWAGEN GROUP OF AMERICA IN	500 CLIPPER DR	BELMONT	CA	94002	UNITED STATES	<NULL>	1754583036	1754582932	SHI INTERNATIONAL CORP.	TECH DATA PRODUCT MANAGEMENT INC	Wholesale/Distribution	Wholesale/Distribution	1/11/16	<NULL>	<NULL>	95504813	ACTIVE	2/15/17	SW-S52010-TC7-K9	Collaboration	TP Endpoints	CTSINT	SYSTEM	SOFTWARE	0.00	0.00	101686595	4501541242	Covered	57721931661	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	1002413556	VOLKSWAGEN GROUP OF AMERICA IN	500 CLIPPER DR	BELMONT	CA	94002	UNITED STATES	<NULL>	1754583000	1754582932	SHI INTERNATIONAL CORP.	TECH DATA PRODUCT MANAGEMENT INC	Wholesale/Distribution	Wholesale/Distribution	1/11/16	<NULL>	<NULL>	95504813	ACTIVE	2/15/17	BRKT-PHD-MONITOR	Collaboration	TP Endpoints	CTSQS	SYSTEM	CARD	0.00	0.00	101686595	4501541242	Covered	57721931453	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	1002413556	VOLKSWAGEN GROUP OF AMERICA IN	500 CLIPPER DR	BELMONT	CA	94002	UNITED STATES	<NULL>	1754582955	1754582932	SHI INTERNATIONAL CORP.	TECH DATA PRODUCT MANAGEMENT INC	Wholesale/Distribution	Wholesale/Distribution	1/11/16	<NULL>	<NULL>	95504813	ACTIVE	2/15/17	CAB-HDMI-PHD12XS	Collaboration	TP Endpoints	CTSQS	SYSTEM	CABLE	0.00	0.00	101686595	4501541242	Covered	57721932219	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	1002413556	VOLKSWAGEN GROUP OF AMERICA IN	500 CLIPPER DR	BELMONT	CA	94002	UNITED STATES	<NULL>	1754582943	1754582932	SHI INTERNATIONAL CORP.	TECH DATA PRODUCT MANAGEMENT INC	Wholesale/Distribution	Wholesale/Distribution	1/11/16	<NULL>	<NULL>	95504813	ACTIVE	2/15/17	LIC-SX20-PR	Collaboration	TP Endpoints	CTSQS	SYSTEM	SOFTWARE	0.00	0.00	101686595	4501541242	Covered	57721932149	<NULL>		0.00	0.00
7353212	VOLKSWAGEN OF AMERICA INC	417649171	VOLKSWAGEN GROUP OF AMERICA INC	6250 N RIVER RD	DES PLAINES	IL	60018	UNITED STATES	<NULL>	885342834	885342824	LASALLE SYSTEMS LEASING INC	TECH DATA PRODUCT MANAGEMENT INC	Professional Services	Real Estate	1/10/12	<NULL>	<NULL>	93950042	ACTIVE	10/18/19	AIR-PWR-CORD-NA	Wireless	Ent. - Wireless	AIRCMN	SYSTEM	CABLE	0.00	0.00	51344449	20-P1-252803	Covered	55627282546	<NULL>		0.00	0.00
7353212	VOLKSWAGEN OF AMERICA INC	417649171	VOLKSWAGEN GROUP OF AMERICA INC	6250 N RIVER RD	DES PLAINES	IL	60018	UNITED STATES	<NULL>	885342871	885342824	LASALLE SYSTEMS LEASING INC	TECH DATA PRODUCT MANAGEMENT INC	Professional Services	Real Estate	1/10/12	<NULL>	<NULL>	93950042	ACTIVE	10/18/19	LIC-CT5508-BASE	Wireless	Ent. - Wireless	AIRCTI	AIRCTILICSER	SOFTWARE	0.00	0.00	51344449	20-P1-252803	Covered	55627282541	<NULL>		0.00	0.00
7353212	VOLKSWAGEN OF AMERICA INC	417649171	VOLKSWAGEN GROUP OF AMERICA INC	6250 N RIVER RD	DES PLAINES	IL	60018	UNITED STATES	<NULL>	885342859	885342824	LASALLE SYSTEMS LEASING INC	TECH DATA PRODUCT MANAGEMENT INC	Professional Services	Real Estate	1/10/12	<NULL>	<NULL>	93950042	ACTIVE	10/18/19	LIC-CT5508-12	Wireless	Ent. - Wireless	AIRCTI	AIRCTILICSER	SOFTWARE	0.00	0.00	51344449	20-P1-252803	Covered	55627282536	<NULL>		0.00	0.00
7353212	VOLKSWAGEN OF AMERICA INC	417649171	VOLKSWAGEN GROUP OF AMERICA INC	6250 N RIVER RD	DES PLAINES	IL	60018	UNITED STATES	FCW1601L05M	885342824	<NULL>	LASALLE SYSTEMS LEASING INC	TECH DATA PRODUCT MANAGEMENT INC	Professional Services	Real Estate	1/10/12	<NULL>	<NULL>	93950042	ACTIVE	10/18/19	AIR-CT5508-12-K9	Wireless	Ent. - Wireless	AIRCTI	AIRCT5508SER	CHASSIS	6377.00	10995.00	51344449	20-P1-252803	Covered	55627282506	CDS	Yes	1429.00	1429.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	402987087	TSYSTEMS VOLKSWAGNEN OF AMERICA	2772 DONALD DOUGLAS LOOP N	SANTA MONICA	CA	90405	UNITED STATES	32965414	224245825	224245813	AT&T GLOBAL NETWORK SERVICES LLC	UNH SCHOOL OF LAW	Wholesale/Distribution	Wholesale/Distribution	2/21/05	9/30/13	9/17/08	2803403	EXPIRED	12/31/13	VWIC-2MFT-T1	Enterprise Routing	Ent. Access Routing	ICV	SYSTEM	CARD	0.00	2000.00	44745491	21120-1059720	Not Covered	3060442304	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	405140638	TSI-VOLKSWAGEN WESTLAKE	5388 STERLING CENTER DR	WESTLAKE VILLAGE	CA	91361	UNITED STATES	FOC12033YUW	380726450	380726442	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/25/08	8/31/20	8/7/15	3888746	ACTIVE	12/31/17	VWIC2-2MFT-T1/E1	Enterprise Routing	Ent. Access Routing	ICV	SYSTEM	CARD	960.00	2200.00	47383167	4500175172	Not Covered	52464956135	<NULL>		0.00	0.00
15417	"VOLKSWAGEN GROUP OF AMERICA, INC."	405140638	TSI-VOLKSWAGEN WESTLAKE	5388 STERLING CENTER DR	WESTLAKE VILLAGE	CA	91361	UNITED STATES	FTX1208A02M	380726442	<NULL>	UNISYS CORPORATION	T SYSTEMS	Wholesale/Distribution	Wholesale/Distribution	2/25/08	10/31/16	11/1/11	3888746	ACTIVE	12/31/17	CISCO2851	Enterprise Routing	Ent. Access Routing	2800	2851 SERIES	CHASSIS	3117.60	6495.00	47383167	4500175172	Not Covered	52464956122	<NULL>		1088.00	1741.00
111044537	VOLKSWAGEN OF AMERICA	402718242	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11481BQE	382381731	387746118		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	3/31/18	3/8/13	<NULL>	<NULL>	<NULL>	GLC-SX-MM=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	225.00	500.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402718242	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM114813S9	382381745	387746118		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	3/31/18	3/8/13	<NULL>	<NULL>	<NULL>	GLC-SX-MM=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	225.00	500.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402718242	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11481E1U	382381219	387820520		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	3/31/18	3/8/13	<NULL>	<NULL>	<NULL>	GLC-SX-MM=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	225.00	500.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402718242	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11481E1P	382381935	387711214		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	3/31/18	3/8/13	<NULL>	<NULL>	<NULL>	GLC-SX-MM=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	225.00	500.00	47375830	105039	Not Covered	<NULL>	CDS	Yes	0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402718242	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11481E1H	382381942	387711214		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	3/31/18	3/8/13	<NULL>	<NULL>	<NULL>	GLC-SX-MM=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	225.00	500.00	47375830	105039	Not Covered	<NULL>	CDS	Yes	0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM115221E1	382381951	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11492345	382381186	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM115120SD	382379766	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM114925R7	382381971	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM115221DQ	382381716	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11522031	382381321	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM115221CA	382381286	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM115120RB	382380101	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM115120RE	382381976	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11492617	382381720	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
111044537	VOLKSWAGEN OF AMERICA	402219983	VOLKSWAGEN OF AMERICA	2260 WOODLAND POINTE AVE	HERNDON	VA	20171	UNITED STATES	AGM11492340	382381235	<NULL>		CDW DIRECT LLC	Retail	Other (Retail)	3/6/08	5/31/22	6/1/17	<NULL>	<NULL>	<NULL>	GLC-T=	Switching	Optics - Ent. Networking Allocation	SFPGE	SPARE	CARD	177.75	395.00	47375830	105039	Not Covered	<NULL>	<NULL>		0.00	0.00
